,Id,제조사,모델명,배지,세부 배지,연식,모델연도,가격,주행거리,연료,변속기,등록 상태,판매 유형,마지막 수정일,판매지역,판매처,차량번호,내차피해,타차가해,소유자변경이력,내차피해금액,타차가해금액,번호판변경이력,전체침수횟수,일부침수횟수,모델 종류
8283,39073944,현대,스타리아,L3.5 카고 5인승,모던,202201.0,2022,2480.0,89484.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 16:36:52.000 +09,서울,진카모터스,826서9701,1,1,1,114.4879,71.2374,0,0,,스타리아
6742,39136494,현대,팰리세이드,디젤 2.2 4WD,캘리그래피,202010.0,2021,3330.0,143606.0,디젤,오토,ORIGINAL,일반,2025-03-19 21:35:02.000 +09,경기,돼지카,169너1245,2,1,1,336.4418,0.0,0,0,,팰리세이드
24751,39229260,현대,그랜저 하이브리드 (GN7),캘리그래피,,202309.0,2023,3323.0,41000.0,가솔린+전기,오토,ORIGINAL,렌트,2025-03-19 18:52:18.000 +09,서울,티티카,193호2160,0,0,0,0.0,0.0,0,0,,그랜저
24812,39259815,현대,그랜저 IG,2.4 프리미엄,(세부등급 없음),201906.0,2019,2170.0,45675.0,가솔린,오토,ORIGINAL,일반,2025-03-19 18:32:13.000 +09,경기,에이블모터스,34우9341,1,0,0,76.4103,0.0,0,0,,그랜저
12602,39069452,현대,더 뉴 그랜드 스타렉스,리무진 LPi,,201902.0,2019,1899.0,698688.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-20 10:15:27.000 +09,경기,제이씨모터스,142두9501,0,0,1,0.0,0.0,1,0,,스타렉스
25378,39194289,현대,그랜저 IG,3.0 LPi 모던 (렌터카),,201901.0,2019,1490.0,173852.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 15:40:57.000 +09,대전,동양자동사,225버4521,1,0,3,334.538,0.0,1,0,,그랜저
8373,39200412,현대,스타리아,L3.5 어린이보호차,15인승,202311.0,2024,3780.0,20172.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 08:35:01.000 +09,경기,자마이카,724보9892,0,0,2,0.0,0.0,0,0,,스타리아
16340,39116057,제네시스,G70,2.0T,엘리트,201908.0,2019,2230.0,82053.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:17:09.000 +09,서울,주)위메카,62서6466,0,0,2,0.0,0.0,0,0,,제네시스
23591,38492078,현대,그랜저 IG,3.0 LPi 모던 (렌터카),,201808.0,2019,1499.0,98368.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 23:04:35.000 +09,경기,(주)셀렉트오토,126우3756,2,1,3,159.525,15.909,1,0,,그랜저
11629,38893289,현대,코나,1.6 터보 2WD,프리미엄,201803.0,2018,1250.0,140327.0,가솔린,오토,ORIGINAL,일반,2025-03-20 10:06:27.000 +09,경기,솔카,50보6265,2,0,1,428.5411,0.0,0,0,,코나
3248,38837343,현대,쏘나타 뉴 라이즈,LPI 모던(장애인용),,201712.0,2018,879.0,112338.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-18 16:07:33.000 +09,대구,탱크모터스,57라2084,7,6,2,2205.1228,480.6756,0,0,,쏘나타
15207,38899616,제네시스,G70,2.0T,어드밴스드,201911.0,2020,1699.0,95429.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:36:45.000 +09,대구,오토파크,237두8010,1,5,1,151.7349,787.4055,1,0,,제네시스
24810,37403756,현대,더 뉴 그랜저 IG,3.3,프리미엄,202006.0,2020,2279.0,75571.0,가솔린,오토,ORIGINAL,일반,2025-03-19 18:32:37.000 +09,부산,뉴에스케이상사,235거5875,0,0,1,0.0,0.0,1,0,,그랜저
10565,38399328,현대,더 뉴 싼타페,디젤 2.2 2WD,프레스티지,202009.0,2021,3090.0,56259.0,디젤,오토,ORIGINAL,일반,2025-03-19 20:24:02.000 +09,경기,(주)제이제이모터스,304수8096,0,0,0,0.0,0.0,0,0,,싼타페
5584,39150889,현대,더 뉴 팰리세이드,가솔린 3.8 4WD,캘리그래피,202304.0,2023,4290.0,16225.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:10:05.000 +09,부산,NA MOTORS,183누3499,1,0,1,207.872,0.0,0,0,,팰리세이드
16770,39191088,제네시스,GV80,2.5T 가솔린 2WD,,202309.0,2023,6550.0,22047.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:10:04.000 +09,대전,(주)이수오토,388가1616,0,0,0,0.0,0.0,1,0,,제네시스
6722,38389599,현대,팰리세이드,가솔린 3.8 4WD,VIP,202010.0,2021,3370.0,50197.0,가솔린,오토,ORIGINAL,일반,2025-03-19 21:47:21.000 +09,경기,AMC모터스,159오7297,0,2,1,0.0,236.721,0,0,,팰리세이드
19392,39086001,제네시스,GV80,2.5T 가솔린 AWD,(세부등급 없음),202106.0,2021,3789.0,171064.0,가솔린,오토,ORIGINAL,일반,2025-03-19 19:24:40.000 +09,경기,(주)빅보스모터스,222누1976,2,0,2,292.297,0.0,1,0,,제네시스
8072,38233341,현대,스타리아,4WD 투어러 9인승,모던,202212.0,2023,3430.0,73284.0,디젤,오토,ORIGINAL,일반,2025-03-19 22:59:54.000 +09,경기,굿모닝모터스,201노4323,2,0,2,252.7337,0.0,1,0,,스타리아
19602,39033947,제네시스,GV80,2.5T 가솔린 AWD,(세부등급 없음),202111.0,2022,1588.0,34000.0,가솔린,오토,ORIGINAL,렌트,2025-03-19 17:42:12.000 +09,서울,,126호1344,0,0,0,0.0,0.0,0,0,,제네시스
5810,39234080,현대,팰리세이드,디젤 2.2 2WD,캘리그래피,202101.0,2021,3040.0,107820.0,디젤,오토,ORIGINAL,일반,2025-03-20 08:52:37.000 +09,경기,(주)셀렉트오토,182호4089,2,0,0,214.4241,0.0,0,0,,팰리세이드
29218,39032531,현대,아반떼 (CN7),1.6,모던,202102.0,2021,1690.0,49812.0,가솔린,오토,ORIGINAL,일반,2025-03-20 12:28:29.000 +09,부산,(주)케이비모터스,215소8350,1,0,1,0.0,0.0,1,0,,아반떼
9973,39053381,현대,싼타페 TM,디젤 2.2 2WD,프레스티지,201810.0,2019,2150.0,84914.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:36:03.000 +09,대구,신성모터스,29어5812,3,1,0,174.1564,111.852,0,0,,싼타페
17449,39171360,제네시스,GV80,3.0 디젤 AWD,,202002.0,2020,4830.0,87931.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:00:09.000 +09,경기,(주)카마트몰,360소8100,2,1,1,358.6829,196.339,1,0,,제네시스
552,39227788,현대,쏘나타 (DN8),2.0,프리미엄,201907.0,2020,1799.0,33874.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:42:02.000 +09,부산,(주) 신강변모터스,220라5575,4,3,1,288.3087,0.0,1,0,,쏘나타
1592,39254067,현대,LF 쏘나타,2.0 케어플러스,,201706.0,2017,1130.0,112025.0,가솔린,오토,ORIGINAL,일반,2025-03-19 22:30:50.000 +09,경기,제이디모터스,28머2578,3,0,1,118.8824,0.0,0,0,,쏘나타
16722,38656761,제네시스,GV80,3.5T 가솔린 AWD,(세부등급 없음),202103.0,2021,5130.0,83577.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:11:02.000 +09,경기,경기모터스,267보4627,0,0,1,0.0,0.0,1,0,,제네시스
14508,38912131,현대,더 뉴 그랜드 스타렉스,밴 3인승,스타일,201811.0,2019,1370.0,102574.0,디젤,오토,ORIGINAL,일반,2025-01-20 12:19:21.000 +09,경기,엘리트모터스,86고1212,1,3,0,49.8,284.4806,0,0,,스타렉스
15842,39157454,제네시스,GV70,2.5T 가솔린 2WD,(세부등급 없음),202203.0,2022,4690.0,37890.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:27:11.000 +09,대구,제일모터스,204다7588,0,0,0,0.0,0.0,0,0,,제네시스
15583,39180341,제네시스,G90,5.0 AWD,프레스티지,202103.0,2021,4750.0,95376.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:31:03.000 +09,서울,오토플러스(주),276노1800,2,1,1,200.401,36.419,0,0,,제네시스
25314,38085705,현대,더 뉴 그랜저 IG 하이브리드,프리미엄,,202201.0,2022,2499.0,86013.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 16:10:08.000 +09,충남,착한자동차,314마2429,0,1,1,0.0,39.3074,1,0,,그랜저
3275,35774150,현대,LF 쏘나타 하이브리드,2.0 HEV,프리미엄,201504.0,2016,1090.0,124235.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-18 12:36:58.000 +09,경기,(주)동아SMC,32마1418,5,5,5,440.5908,297.7507,1,0,,쏘나타
15650,38408574,제네시스,G70,3.3T 스포츠 AWD,프레스티지,201811.0,2019,2340.0,128512.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:30:07.000 +09,대전,(주)강철,03루2956,3,0,4,560.6474,0.0,0,0,,제네시스
10295,38712448,현대,더 뉴 싼타페,가솔린 2.5T 2WD,프레스티지,202011.0,2021,2549.0,55046.0,가솔린,오토,ORIGINAL,일반,2025-03-19 22:41:00.000 +09,경기,(주)왕카,240더3183,1,0,2,83.688,0.0,0,0,,싼타페
9988,39254429,현대,싼타페 TM,디젤 2.0 2WD,인스퍼레이션,201808.0,2019,2200.0,118159.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:35:12.000 +09,경기,(주)에스원모터스,43조2815,0,0,1,0.0,0.0,0,0,,싼타페
28347,39220535,현대,아반떼 하이브리드 (CN7),인스퍼레이션,,202010.0,2021,1659.0,140929.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-20 13:37:12.000 +09,경기,(주)왕카,341오6225,1,0,1,129.04,0.0,0,0,,아반떼
14138,39233747,현대,더 뉴 그랜드 스타렉스,4WD 어반 9인승,익스클루시브,201804.0,2018,2600.0,96719.0,디젤,오토,ORIGINAL,일반,2025-03-19 16:26:07.000 +09,경기,다산다모터스,53머1137,1,0,0,84.2922,0.0,0,0,,스타렉스
16825,39138980,제네시스,G90,3.3 T AWD,프레스티지,201910.0,2019,3590.0,136720.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:09:11.000 +09,경기,(주)유신모터스,187고5776,2,0,1,347.4414,0.0,1,0,,제네시스
27118,39215474,현대,아반떼 (CN7),1.6,인스퍼레이션,202004.0,2021,2150.0,30554.0,가솔린,오토,ORIGINAL,일반,2025-03-20 14:10:04.000 +09,대전,주식회사엘씨,106버1110,1,0,2,50.2831,0.0,0,0,,아반떼
16889,39048992,제네시스,G80 (RG3),가솔린 2.5 터보 AWD,(세부등급 없음),202209.0,2022,4590.0,39773.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:08:09.000 +09,대구,신세계자동차상사,180우7904,1,1,0,162.1119,92.6863,0,0,,제네시스
13054,38886093,현대,더 뉴 그랜드 스타렉스,12인승 LPi,스마트,202006.0,2021,2290.0,46993.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-20 09:50:36.000 +09,부산,한성상사,70루6501,1,2,1,30.6934,82.7188,0,0,,스타렉스
22753,39203576,현대,그랜저 IG,3.0 익스클루시브,스페셜,201704.0,2018,1568.0,126808.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:29:02.000 +09,충남,신용모터스,303보9278,2,0,6,609.9696,0.0,2,0,,그랜저
27489,38233795,현대,아반떼 AD,1.6 터보 스포츠,오리지널,201709.0,2018,850.0,131000.0,가솔린,오토,ORIGINAL,일반,2025-03-20 14:00:50.000 +09,대전,(주)중고차중대장,58두8175,4,3,3,316.5731,175.962,0,0,,아반떼
27971,38694906,현대,아반떼 (CN7),1.6,인스퍼레이션,202203.0,2023,1980.0,43488.0,가솔린,오토,ORIGINAL,일반,2025-03-20 13:47:12.000 +09,인천,케이모터스,393두2981,2,2,2,105.4638,186.4103,0,0,,아반떼
23936,39096973,현대,더 뉴 그랜저 IG,3.0 LPi (택시형),모범형,202111.0,2022,2390.0,43497.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 22:05:56.000 +09,울산,(주)자동차마을아빠상사,117누9185,0,0,1,0.0,0.0,1,0,,그랜저
6326,38446796,현대,더 뉴 팰리세이드,가솔린 3.8 4WD,캘리그래피,202209.0,2023,4150.0,18636.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:39:06.000 +09,경기,카카오토,307마3281,0,0,0,0.0,0.0,0,0,,팰리세이드
11867,39220390,현대,코나 하이브리드,모던 스페셜,,202003.0,2020,2120.0,18200.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-20 09:40:05.000 +09,서울,(주)로얄티,343고7184,0,0,2,0.0,0.0,0,0,,코나
4169,39243578,현대,뉴 투싼 ix,디젤(e-VGT) 2WD,프리미엄,201308.0,2014,840.0,115936.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:13:12.000 +09,경기,우송모터스,49두6598,4,1,1,239.1798,107.534,0,0,,투싼
24801,36529379,현대,그랜저 IG,3.0 LPi 모던 (렌터카),,201902.0,2019,1790.0,128510.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 18:35:31.000 +09,광주,주)우정모터스,122나9421,1,0,1,77.8933,0.0,1,0,,그랜저
2911,38281020,현대,쏘나타 (DN8),2.0 LPG(렌터카용),스마트,201912.0,2020,1399.0,136489.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 14:41:37.000 +09,충남,가나모터스,110버2083,4,0,1,343.2707,0.0,1,0,,쏘나타
5724,39099419,현대,팰리세이드,디젤 2.2 2WD,프레스티지,202107.0,2022,3550.0,55593.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:02:55.000 +09,대전,카카오토월드(주),250라1213,1,0,0,94.8492,0.0,0,0,,팰리세이드
3795,39156246,현대,올 뉴 투싼,가솔린 1.6 터보 4WD,모던,202001.0,2020,1850.0,41950.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:40:03.000 +09,인천,JP모터스,302어9511,4,1,0,466.5034,0.0,0,0,,투싼
24839,38981599,현대,더 뉴 그랜저 IG,3.3,프리미엄 초이스,202003.0,2020,2304.0,64789.0,가솔린,오토,ORIGINAL,렌트,2025-03-19 18:26:57.000 +09,경기,블루오토,109거4907,0,0,2,0.0,0.0,0,0,,그랜저
3814,39242933,현대,투싼 (NX4),디젤 2.0 2WD,모던,202301.0,2023,2270.0,57160.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:39:14.000 +09,경기,스마일자동차,105다7306,0,0,0,0.0,0.0,0,0,,투싼
9020,39065857,현대,싼타페 TM,디젤 2.0 2WD,익스클루시브 스페셜,201810.0,2019,2200.0,104983.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:00:10.000 +09,경기,(주)예스카,10수8567,0,0,0,0.0,0.0,0,0,,싼타페
6688,39157941,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,캘리그래피,202307.0,2023,3930.0,28685.0,가솔린,오토,ORIGINAL,일반,2025-03-19 22:09:55.000 +09,대구,윤모터스,330무6216,0,0,0,0.0,0.0,0,0,,팰리세이드
9276,39219327,현대,더 뉴 싼타페,가솔린 2.5T 2WD,익스클루시브,202204.0,2022,2700.0,48213.0,가솔린,오토,ORIGINAL,일반,2025-03-20 08:06:53.000 +09,부산,(주)뉴드림모터스 ,233더8059,0,1,1,0.0,77.0,0,0,,싼타페
3621,39246913,현대,올 뉴 투싼,디젤 2.0 2WD,모던,201701.0,2017,990.0,128199.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:53:13.000 +09,경기,라성매매단지 정카,28다3954,4,3,1,545.391,183.8947,0,0,,투싼
16028,38817586,제네시스,G70,2.0T AWD,슈프림,201804.0,2018,2029.0,122706.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:23:48.000 +09,대구,M월드 향인모터스,172수2407,4,0,4,284.9451,0.0,1,0,,제네시스
9534,38741975,현대,더 뉴 싼타페,디젤 2.2 2WD,프레스티지,202009.0,2021,2800.0,59485.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:59:05.000 +09,경기,주식회사 지오모터스,246노8375,0,1,1,0.0,85.5451,1,0,,싼타페
19239,39262469,제네시스,일렉트리파이드 GV70,e-AWD,,202212.0,2022,5899.0,27200.0,전기,오토,ORIGINAL,일반,2025-03-19 20:25:45.000 +09,경기,준모터스,39어3211,2,3,2,67.8639,0.0,0,0,,제네시스
25852,39132415,현대,더 뉴 그랜저 IG 하이브리드,익스클루시브,,201912.0,2020,1470.0,294404.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 10:28:54.000 +09,경기,내차어때,291나4515,0,0,1,0.0,0.0,1,0,,그랜저
27408,38988695,현대,더 뉴 아반떼 (CN7),1.6,인스퍼레이션,202306.0,2024,2270.0,12833.0,가솔린,오토,ORIGINAL,일반,2025-03-20 14:03:04.000 +09,대전,태양자동차(주),226우4614,0,4,1,0.0,1110.5139,1,0,,아반떼
17421,38756633,제네시스,G80,3.3 T-GDI AWD,스포츠,201706.0,2018,2280.0,161402.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:00:10.000 +09,대전,해성모터스,230마4074,4,0,2,709.1938,0.0,1,0,,제네시스
23286,39231464,현대,그랜저 (GN7),2.5 가솔린 2WD,익스클루시브,202306.0,2023,3750.0,14568.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:15:16.000 +09,대구,조아조아자동차,353나3640,2,0,0,98.6,0.0,0,0,,그랜저
558,39159816,현대,LF 쏘나타,2.0 스마트,스페셜,201512.0,2016,890.0,159169.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:42:02.000 +09,부산,카플릭스,43너0195,0,0,1,0.0,0.0,0,0,,쏘나타
14800,38301300,제네시스,G80 (RG3),가솔린 2.5 터보 AWD,(세부등급 없음),202112.0,2022,4240.0,23079.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:43:29.000 +09,부산,주식회사 월드모터,152가8982,0,0,1,0.0,0.0,0,0,,제네시스
13168,39144385,현대,그랜드 스타렉스,3인승 밴,CVX 디럭스,201101.0,2011,480.0,239837.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:43:03.000 +09,경기,엘리트모터스,82너7085,1,6,7,127.964,626.5031,0,0,,스타렉스
12509,37510547,현대,더 뉴 그랜드 스타렉스,냉동차,,201904.0,2019,1830.0,101860.0,디젤,오토,ORIGINAL,일반,2025-03-20 10:20:13.000 +09,대전,(주)바이킹오토,93더3763,1,3,2,88.5357,207.09,0,0,,스타렉스
14693,39265494,제네시스,G90 (RS4),가솔린 3.5 터보 AWD,(세부등급 없음),202203.0,2022,7850.0,58732.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:45:03.000 +09,부산,오토플러스(주),362조3400,1,0,0,0.0,0.0,0,0,,제네시스
28258,38425322,현대,아반떼 AD,1.6 GDI 밸류 플러스,,201612.0,2017,970.0,71734.0,가솔린,오토,ORIGINAL,일반,2025-03-20 13:40:04.000 +09,인천,달인자동차,37라3517,1,1,1,27.82,50.842,0,0,,아반떼
4637,39119023,현대,올 뉴 투싼,디젤 2.0 2WD,모던,201708.0,2018,1220.0,107630.0,디젤,오토,ORIGINAL,일반,2025-03-19 20:52:02.000 +09,부산,YG모터스,07부7784,1,1,1,39.61,28.475,0,0,,투싼
26425,38914662,현대,뉴 그랜저,2.0 이그제큐티브,,199605.0,1996,1500.0,79000.0,가솔린,오토,ORIGINAL,일반,2025-02-08 01:14:31.000 +09,경남,,61마4885,4,2,5,331.562,79.819,2,0,,그랜저
18989,39193342,제네시스,GV80,3.0 디젤 AWD,,202002.0,2020,3490.0,170705.0,디젤,오토,ORIGINAL,일반,2025-03-19 21:46:07.000 +09,경기,(주)이룸모터스,281수8846,1,1,2,119.6794,189.318,1,0,,제네시스
21373,38528070,현대,그랜저 IG,3.0 익스클루시브,(세부등급 없음),201704.0,2018,1830.0,64090.0,가솔린,오토,ORIGINAL,일반,2025-03-20 00:52:53.000 +09,부산,차파는 최부장,52구7384,3,1,3,188.007,112.198,0,0,,그랜저
30131,39240941,현대,더 뉴 아반떼 AD,1.6 LPi,스마트(렌터카용),201909.0,2020,1299.0,53507.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-20 07:59:05.000 +09,광주,(주)하늘모터스,242러1374,0,1,3,0.0,54.9504,1,0,,아반떼
13371,37999672,현대,더 뉴 그랜드 스타렉스,어반 9인승,프리미엄 스페셜,201901.0,2019,2280.0,51464.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:29:40.000 +09,전북,AUTO SHOP,59나1894,0,0,3,0.0,0.0,0,0,,스타렉스
18547,39253455,제네시스,GV70,2.5T 가솔린 AWD,(세부등급 없음),202401.0,2024,6190.0,31411.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:53:43.000 +09,경기,프렌즈카,137마1823,1,0,0,122.8544,0.0,0,0,,제네시스
28832,38830179,현대,아반떼 (CN7),1.6,모던,202007.0,2021,1249.0,136335.0,가솔린,오토,ORIGINAL,일반,2025-03-20 13:12:03.000 +09,대구,길모터스,139구7950,0,6,1,0.0,241.2827,1,0,,아반떼
5655,38825727,현대,더 뉴 팰리세이드,가솔린 3.8 2WD,캘리그래피 블랙에디션,202412.0,2024,3960.0,450.0,가솔린,오토,ORIGINAL,렌트,2025-03-20 09:07:02.000 +09,인천,,228호3854,0,0,0,0.0,0.0,0,0,,팰리세이드
9670,38699432,현대,싼타페 TM,디젤 2.0 4WD,프레스티지,201812.0,2019,2250.0,81765.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:52:03.000 +09,경기,중고차A팀,243가8170,2,1,3,204.7378,80.6827,1,0,,싼타페
8779,39153091,현대,더 뉴 싼타페,디젤 2.2 2WD,프리미엄 초이스,202012.0,2021,1999.0,110555.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:08:09.000 +09,경기,(주)왕카,365고4754,1,0,1,101.852,0.0,1,0,,싼타페
21829,38918147,현대,더 뉴 그랜저 IG,2.5,르블랑,202210.0,2023,2850.0,46617.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:52:03.000 +09,서울,롯데렌탈주식회사,349수3100,0,0,0,0.0,0.0,1,0,,그랜저
8242,39104875,현대,스타리아,투어러 11인승,모던,202303.0,2023,3200.0,32194.0,디젤,오토,ORIGINAL,일반,2025-03-19 17:47:17.000 +09,광주,(주)선경,721우2887,0,0,2,0.0,0.0,1,0,,스타리아
4343,38885314,현대,투싼 (NX4),가솔린 1.6 터보 2WD,인스퍼레이션,202101.0,2021,2259.0,102593.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:01:02.000 +09,경기,(주)왕카,112두2329,4,2,4,255.1639,123.1298,0,0,,투싼
5618,39094768,현대,팰리세이드,디젤 2.2 2WD,프레스티지,201907.0,2019,2750.0,96169.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:09:00.000 +09,울산,엠피크,47버9631,3,0,4,398.8869,0.0,0,0,,팰리세이드
13372,38042959,현대,더 뉴 그랜드 스타렉스,캠핑카,,201805.0,2019,1950.0,151948.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:29:39.000 +09,전북,AUTO SHOP,98저5261,2,0,3,692.3018,0.0,1,0,,스타렉스
18244,39231751,제네시스,G80 (RG3),가솔린 2.5 터보 2WD,(세부등급 없음),202108.0,2022,4770.0,37341.0,가솔린,오토,ORIGINAL,일반,2025-03-20 01:14:02.000 +09,서울,(주)호인모터스,350무8642,0,2,0,0.0,385.257,0,0,,제네시스
8268,39119334,현대,스타리아,카고 3인승,스마트,202106.0,2022,1699.0,188838.0,디젤,오토,ORIGINAL,일반,2025-03-19 16:55:13.000 +09,부산,주식회사 모터살롱,86부5405,2,0,0,179.669,0.0,0,0,,스타리아
15310,39159338,제네시스,G80,3.3 GDI,럭셔리,201802.0,2018,1790.0,132876.0,가솔린,오토,ORIGINAL,일반,2025-03-20 09:35:03.000 +09,충북,(주)이조은모터스,336라2062,6,1,5,878.259,45.6038,1,0,,제네시스
22577,39222375,현대,그랜저 (GN7),2.5 가솔린 2WD,프리미엄,202301.0,2023,3050.0,65930.0,가솔린,오토,ORIGINAL,일반,2025-03-19 23:34:02.000 +09,경기,기능장중고차,279마5917,0,0,0,0.0,0.0,1,0,,그랜저
4145,38807996,현대,올 뉴 투싼,디젤 1.6 2WD,모던,201908.0,2019,1569.0,90750.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:14:23.000 +09,울산,어벤져스모터스,09나8823,1,3,1,193.3905,505.9506,0,0,,투싼
23925,38791507,현대,그랜저 IG 하이브리드,익스클루시브,스페셜,201807.0,2019,1720.0,119556.0,가솔린+전기,오토,ORIGINAL,일반,2025-03-19 22:08:47.000 +09,전북,(유)금메달상사,371모2241,2,5,1,1220.6879,2425.828,1,0,,그랜저
1035,39149478,현대,쏘나타 (DN8),2.0 LPG(렌터카용),스타일,202203.0,2022,1770.0,42295.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 23:20:12.000 +09,경기,에이원모터스,175보3673,0,0,1,0.0,0.0,1,0,,쏘나타
7476,39062171,현대,스타리아,카고 5인승,모던,202305.0,2023,2550.0,50615.0,디젤,오토,ORIGINAL,일반,2025-03-20 09:29:38.000 +09,전북,AUTO SHOP,817루3488,0,0,0,0.0,0.0,0,0,,스타리아
19228,39225523,제네시스,GV70,2.5T 가솔린 AWD,(세부등급 없음),202406.0,2025,5052.0,16343.0,가솔린,오토,ORIGINAL,렌트,2025-03-19 20:32:02.000 +09,서울,,199하5969,0,0,0,0.0,0.0,0,0,,제네시스
188,38802533,현대,LF 쏘나타,LPI 스마트,,201605.0,2017,750.0,159449.0,LPG(일반인 구입),오토,ORIGINAL,일반,2025-03-19 23:59:05.000 +09,경북,부릉부릉닷컴(주),16오0683,6,4,3,770.5588,402.188,0,0,,쏘나타
19327,39232643,제네시스,G80 (RG3),가솔린 2.5 터보 AWD,(세부등급 없음),202101.0,2021,3690.0,113339.0,가솔린,오토,ORIGINAL,일반,2025-03-19 19:49:34.000 +09,충북,주식회사신세계자동차,126도1577,0,0,1,0.0,0.0,0,0,,제네시스
13579,38668114,현대,더 뉴 그랜드 스타렉스,밴 5인승,모던,202006.0,2020,1995.0,60458.0,디젤,오토,ORIGINAL,일반,2025-03-20 08:56:46.000 +09,대구,국민자동차매매상사,85고1345,0,0,3,0.0,0.0,0,0,,스타렉스
10882,38994288,현대,더 뉴 싼타페,가솔린 2.5T 2WD,프레스티지,202102.0,2021,2520.0,84952.0,가솔린,오토,ORIGINAL,일반,2025-03-19 17:03:54.000 +09,경기,아이작,142도1446,0,0,2,0.0,0.0,0,0,,싼타페
3913,39247570,현대,올 뉴 투싼,디젤 1.7 2WD,모던,201510.0,2016,1150.0,90333.0,디젤,오토,ORIGINAL,일반,2025-03-19 23:32:02.000 +09,인천,용일상사,55마0958,1,0,2,84.1219,0.0,0,0,,투싼
21108,38994009,현대,그랜저 하이브리드 (GN7),익스클루시브,,202501.0,2025,3264.0,5.0,가솔린+전기,오토,ORIGINAL,렌트,2025-03-20 07:20:25.000 +09,대구,,223호7339,0,0,0,0.0,0.0,0,0,,그랜저
13736,37596031,현대,그랜드 스타렉스,4WD 12인승 왜건,스마트,201702.0,2017,1870.0,39442.0,디젤,오토,ORIGINAL,일반,2025-03-20 07:16:27.000 +09,경북,대잠중고자동차매매상사,79루9941,1,0,1,33.0,0.0,0,0,,스타렉스
28172,39197674,현대,아반떼 AD,1.6 GDI 밸류 플러스,,201803.0,2018,1240.0,57979.0,가솔린,오토,ORIGINAL,일반,2025-03-20 13:42:03.000 +09,경기,쏘니모터스,43서4836,3,1,3,152.4533,65.611,0,0,,아반떼
